"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"SOUTH 3","17106 - RCO","POPULAR VEHICLES & SERVICES LTD.","Nexa","B5735992554","Customer is planning to buy a Baleno AMT to keep for 7 to 8 years has contacted Maruti Suzuki directly, bypassing the dealership, to seek technical answers regarding vehicle storage and upcoming ethanol-blended fuels. Because their profession requires storing the car unused for eight months a year, the buyer needs to know if the current model can handle greater ethanol blends (like E20), if higher blends will void standard or extended warranties, and how long-term storage affects these fuels. Seeking to prevent future hassles before making a purchase decision, the buyer has requested a detailed technical response via email or WhatsApp since they are currently sailing.","2026-06-15 10:36:34.005692","81109564@maruticrm.onmicrosoft.com","2026-06-15 10:36:34.005692","81109564@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","1",NULL,NULL
"WEST 1","12658 - THN","AUTOMOTIVE MANUFACTURERS PVT. LTD.","Arena","B8481950818","I am writing to bring to your attention the significant delay in the repair of my vehicle (Registration No. MH46CR3817), which was handed over to the authorized service center for accident-related repairs on 24 July.

Despite the vehicle being with the service center for several days, I have been informed by the service advisor that the repair work has not yet started as they are awaiting the required spare parts. He advised that once the parts are received, the repair work itself will take only two to three days to complete. According to him, the delay is primarily due to the unavailability of certain spare parts, especially the trunk lid (boot lid).

While I understand that spare parts procurement may sometimes take time, the current delay is excessive from a customer’s perspective. I have not been provided with a clear timeline for completion of the repairs, which is causing considerable inconvenience.

I request Maruti Suzuki to kindly look into this matter, coordinate with the concerned service center, and ensure that the required parts are arranged at the earliest so that the repair work can be completed without further delay.

I would appreciate an update regarding the status of my vehicle and the expected delivery date.

Vehicle Registration No.: MH46CR3817
Customer Name: Vivek Kedar
Contact Number: 7039867426

Thank you for your attention to this matter. I look forward to your prompt response and resolution.=====================================synopsis=================================Customer  is requesting Maruti Suzuki's urgent intervention regarding a major delay in repairing his accident-damaged vehicle (Registration No. MH46CR3817), which was left at an authorized workshop on 24 July. The service center has not started the work because they are waiting for spare parts, particularly a new trunk lid, even though the actual repairs will only take two to three days. This delay and the lack of a clear completion timeline are causing significant inconvenience to Mr. Kedar. He is asking Maruti Suzuki to coordinate with the workshop, expedite the parts delivery, and provide an official status update along with a confirmed vehicle delivery date.","2026-06-15 10:37:04.766079","81113850@maruticrm.onmicrosoft.com","2026-06-15 10:37:04.766079","81113850@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","10308 - BTR","RISHABH FOURWHEELS PVT. LTD.","Arena","B1901836598","customer called to report that their vehicle started rusting within 20 days of purchase. They mentioned that despite visiting the workshop since May 28th, they have received no assistance. I have provided them with the General Manager's contact number and assured them that the relevant department will coordinate with them to resolve the issue","2026-06-15 10:37:11.831806","81113796@maruticrm.onmicrosoft.com","2026-06-15 10:37:11.831806","81113796@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"SOUTH 1","14714 - KNG","ABT LIMITED","Nexa","B9281818795","""Customer is unable to login in  Suzuki connect application. As checked different number (9840053877) has been updated. Inform customer for the same & also inform that Number change will be done at dealership only. And after complete the Number change process customer will be able to login in  Suzuki connect application. So asked customer for dealership details & Customer shared the same. 

Number Updated:- 9840053877
Customer wants to Update the number:- 9150053877
","2026-06-15 10:37:58.800556","81107380@maruticrm.onmicrosoft.com","2026-06-15 10:37:58.800556","81107380@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","1",NULL,NULL
"SOUTH EAST 2","13911 - NAY","JYOTE MOTORS (BBSR) PVT LTD","Arena","B4350473339","The customer called regarding a concern where they had dropped off their vehicle at the showroom/dealership instead of the workshop for a PUC (Pollution Under Control) certificate. The dealership staff is now claiming that the car has been delivered and received by the customer. However, the vehicle is actually still being held back due to some accidental or service damage that occurred. Because of this contradiction, the customer is not receiving clear or proper information. They are seeking assistance for this issue, so I have shared the Quality Control Manager's contact number with them for better clarity. Please assist them further.","2026-06-15 10:39:06.103375","81116912@maruticrm.onmicrosoft.com","2026-06-15 10:39:06.103375","81116912@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","1",NULL,NULL
"SOUTH 1","13332 - MCL","XL AUTO","Arena","B5861776711","
XL AUTO
G36,WELLINGTON PLAZA,, NO 90,ANNA SALAI,, CHENNAI, TAMIL NADU


When can i expect my which i Booked on 11.6.26  Order No  SPO2600054289 Kindly Confirm the status of my order, Payment already done , .Order Date : 6/11/2026  .Order Status : In Process    


=============SYSNOPSIS========Query - The Customer is seeking an update on the delivery timeline for an order booked on 11 June 2026, under order number SPO2600054289. Although payment has been successfully completed, the current order status remains listed as ""In Process,"" customer wants to  confirmation regarding when they can expect the order to arrive. Kindly resolve this issue please look into this Matter.

","2026-06-15 10:40:34.071958","81111279@maruticrm.onmicrosoft.com","2026-06-15 10:40:34.071958","81111279@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","1",NULL,NULL
"WEST 2","10124 - BFC","SEVA AUTOMOTIVE PVT. LTD.","Arena","B8041990344","Yesterday I went to service center for my second free servicing where I was not allowed for videography during my car wash at service center. ======================== synopsis=================== Customer is concerned about the video graph as customer took his vehicle to the workshop and while washing he tried to take the video of washing the vehicle but the workshop doesn't allow him to take video hence the customer wants to know if the video taking is allowed or not. Hence the customer is seeking for MSIL assistance therefore please look into this matter and assist at the earliest.","2026-06-15 10:42:36.304255","81113856@maruticrm.onmicrosoft.com","2026-06-15 10:42:36.304255","81113856@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"WEST 3","12647 - BRC","RAVIRATNA MOTORS PVT LTD","Nexa","B3643811060","Customer inform due to incorrect paper work by showroom customer having issue because he is getting charges on his name , So followed the FCR and and raise the query for customers concern by sharing the contact details of QCM-Palak Chaddarwala ","2026-06-15 10:43:34.338479","81113799@maruticrm.onmicrosoft.com","2026-06-15 10:43:34.338479","81113799@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","1",NULL,NULL
"WEST 1","15176 - BOS","SHIVAM AUTOZONE INDIA PRIVATE LIMITED","Arena","B7489214646"," ""The customer's concern is that their car met with an accident, after which it was given to the workshop for repair, painting, and denting work. Now, the paint/repair work has completely come off the car and hence share a GM number and raise a query.","2026-06-15 10:43:41.084675","81112789@maruticrm.onmicrosoft.com","2026-06-15 10:43:41.084675","81112789@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 4","11152 - SPT","RAJIV SYNDICATE AUTOZONE PVT. LTD","Arena","B7248221764"," customer called to report that their vehicle has been at the workshop for 8 months. They were informed that the required spare parts are unavailable and will take another 60 days to arrive. I assured them that the relevant team will coordinate with them as soon as possible to provide assistance","2026-06-15 10:44:10.792086","81122553@maruticrm.onmicrosoft.com","2026-06-15 10:44:10.792086","81122553@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 3","10031 - BLT","KATARIA AUTOMOBILES PVT. LTD.","Arena","B6764048895","Customer VOC: I am purely and completely disagree with you conclusion about my problem .
Kindly note that,my car was fit and fine mechanically and not even black smoke was coming out, when I have handed over to your workshop and your supervisor properly checked and inspected my car and then received the car.so absolutely your reason for fault of my car is false and non acceptable.
Kindly repair my car as it was before and handover to me =========Synopsis==========Customer strongly rejects the dealership's diagnostic conclusion, asserting that their vehicle was in perfect mechanical condition and showing no signs of issues, such as black smoke, when it was handed over to the workshop. They emphasize that the service supervisor thoroughly checked and inspected the car before officially receiving it, rendering the workshop's current explanation of the vehicle's fault completely false and unacceptable. Consequently, the sender demands that the dealership repair the car to its original, pre-service condition and return it to them immediately. Kindly resolute at earliest. ","2026-06-15 10:44:35.427598","81111260@maruticrm.onmicrosoft.com","2026-06-15 10:44:35.427598","81111260@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
